"education_id","title","description","date_range","candidate_id"
2527,"UBC","Executive Development Certificate, Business Executive Education","",3344
2528,"Georgia Institute of Technology","BS, Computer Science","1993 – 1997",3345
2529,"The University of British Columbia","Bachelor of Science (B.Sc.), Computer Science","1996 – 2002",3346
2530,"The Carey Business School, Johns Hopkins University","M.S, Management Information Systems","2003 – 2005",3347
2531,"University of Virginia","BS, Engineering Science","1997 – 2001",3347
2532,"ICFAI","Diploma in Business Management, Finance","2003 – 2005",3348
2533,"National Institute of Technology Rourkela","Bachelor of Engineering","1992 – 1996",3348
2534,"South Dakota State University","BS, Psychology","1995 – 2000",3349
2539,"Universalidad argentina","Computer Engeneering","1990 – 1996",3352
2549,"Cornell University","BS, 1998","1994 – 1998",3356
2550,"Shepherd University","Bachelor of Science, Accounting","2003 – 2006",3357
2551,"DeVry University","BS in Technical Management, Technology and Business Management","2004 – 2007",3358
2552,"Southern Illinois University, Carbondale","Computer Science","2004 – 2007",3359
2553,"Fisher College","Computer Information/Management","1995 – 1999",3360
2554,"University of Massachusetts Dartmouth",NULL,"",3360
2555,"Howard University","BSEE, Electrical Engineering","1993 – 1998",3361
2556,"Indiana University Bloomington","Bachelor of Science (BS), Secondary English Education","2004 – 2009",3363
2557,"Indiana State University","BS and MA, Psychology","1974 – 1980",3364
2558,"Ball State University","Master of Science, Information and Communication Sciences","2006 – 2007",3365
2559,"Ball State University","BS, Industry and Technology, Computer Technology Option","2002 – 2006",3365
2560,"Alchemist Accelerator",NULL,"2014 – 2015",3366
2561,"Stanford University","Individual Classes, Business Strategy","2011 – 2011",3366
2562,"Capilano College","Individual Classes, Marketing","2003 – 2003",3366
2563,"Northern Arizona University","B.S.B.A, Computer Information Systems","1998 – 2001",3367
2564,"Oracle University","Oracle OCP","2001 – 2004",3367
2565,"University of Florida","Master’s Degree, Mechanical Engineering","1990 – 1992",3368
2566,"Cornell University","Financial Management","2005 – 2005",3368
2567,"Birla Institute of Technology","Bachelor’s Degree, Mechanical Engineering","1984 – 1988",3368
2568,"My Lifelong Learning",NULL,"",3368
2569,"The Johns Hopkins University","BA, Writing Seminars","1994 – 1998",3369
2570,"Cornell University","B.S., Computer Science","August 1994 – May 1998",3370
2571,"Brigham Young University","Bachelor’s Degree, Graphic Design","",3371
2572,"Brigham Young University","Bachelor's degree, Manufacturing Engineering Technology","",3371
2573,"Udacity","Predictive Analytics for Business Nanodegree, Data Modeling/Warehousing and Database Administration","2020 – 2020",3372
2574,"World Class Speaking","World Class Speaking Certified Coach, Public Speaker Coaching","2019 – 2020",3372
2575,"Georgetown University","Masters of Professional Studies, Technology Management","2012 – 2014",3372
2576,"Wentworth Institute of Technology","BS, Computer Engineering","1990 – 1992",3372
2577,"Toastmasters International","ACS, ALS, Communication and Leadership","2007",3372
2578,"Drexel University","PhD (Dissertation in progress), Educational Leadership","2005 – 2012",3373
2579,"Drexel University","PhD, Information Science","1995 – 2000",3373
2580,"University of Michigan","Doctor of Architecture, Computer applications in architecture","1983 – 1985",3373
2581,"Oklahoma State University","Master of Architecture (M.Arch.), Architectural Technology","1972 – 1974",3373
2582,"Oklahoma State University","Bachelor of Architecture (B.Arch.), Architecture","1969 – 1972",3373
2583,"Lehigh University","Duel Bachelor of Engr & Bachelor of Fine Arts, Metallurgical Engineering & Architecture","1967 – 1969",3373
2584,"UCLA","BS, Systems Engineering","",3374
2585,"University of California, Los Angeles",NULL,"",3374
2586,"Rensselaer Polytechnic Institute","Bachelor of Science (B.S.), Computer Science","1997 – 2001",3375
2587,"Taylor University","BS, Business/Computer Science","1976 – 1980",3376
2588,"W.P. Davidson",NULL,"1972 – 1976",3376
2589,"University of Le Havre","B.S, Computer Science","",3377
2590,"University of Kansas","Master's degree, Computer Engineering","1998 – 2000",3378
2591,"Andhra University","B.S, Mechanical Engineering","1993 – 1997",3378
2592,"The George Washington University Law School","JD, Law","2002 – 2006",3379
2593,"University of Rochester","BS, Mechanical Engineering. French Minor, Certificate in International Relations","1988 – 1993",3379
2594,"The George Washington University School of Business","MBA, International Business","1990 – 1992",3380
2595,"Ohio University","BBA, Management Information Systems","1984 – 1988",3380
2596,"The Johns Hopkins University","Master's Degree, Computer Science","",3381
2597,"University of Maryland College Park","Bachelor's Degree, Computer Engineering","",3381
2598,"Novosibirsk State University (NSU)","Master, Physics & Applied Mathematics","1970 – 1975",3383
2599,"Strayer University-Maryland","Bachelor of Science (BS), Information Systems/Database Management","2013",3386
2600,"The University of Texas at Austin","MBA, Strategic Marketing","2006 – 2008",3387
2601,"Cornell University","Bachelor of Science - Engineering, Operations Research and Industrial Engineering","1994 – 1998",3387
2602,"University of Virginia - Darden Graduate School of Business Administration","Master of Business Administration (M.B.A.), Business Administration and Management, General","2004 – 2006",3388
2603,"Washington and Lee University","BA, Computer Science","1992 – 1997",3388
2604,"The George Washington University","MS, Computer Science","2001",3389
2605,"Mysore University","MS, Computer Science","1989 – 1995",3390
2606,"University of Mysore","BS, Physics, Maths, Chemistry","1987 – 1989",3390
2607,"St. Mary's University","Computer Science","2002 – 2003",3391
2608,"The University of Texas at Arlington","Computer Networks","2004 – 2005",3391
2609,"St. Mary's University","Bachelor of Science (B.S.), Computer Science","1997 – 2001",3391
2610,"The Cooper Union for the Advancement of Science and Art","BSE, Computer Engineering","1991 – 1996",3392
2611,"Rose-Hulman Institute of Technology","BS, Computer Science","1995 – 1999",3393
2612,"NYU Stern School of Business","MBA, Finance, Management","2002 – 2005",3394
2613,"The University of Georgia","BS, Computer Science","1993 – 1997",3394
2614,"Trinity University","B.A., Philosophy / Biology","1983 – 1987",3395
2615,"Georgetown University","Certificate in Executive Coaching","2009 – 2009",3396
2616,"Loyola University Maryland","MBA, Finance, International Business","1997 – 2000",3396
2617,"University of Maryland","BS, Engineering","1982 – 1987",3396
2618,"Computer / Other technology specific studies.","Associates, Information Systems","",3397
2619,"University of Nebraska - Lincoln","Bachelor, Accounting and Finance","August 1991 – May 1995",3398
2620,"University of Oxford","Bachelors, International Economics","1994 – 1994",3398
2621,"Somerset Community College","Associate's Degree, Computer Software Engineering","2006 – 2009",3399
2622,"Pulaski County High School","Comprehensive High School Diploma, Basic Computer Skills","2003 – 2006",3399
2623,"Missouri Auction School","Diploma, Auctioneering","2017",3399
2624,"Florida A&M University","Computer and Information Sciences and Support Services","1989 – 1995",3400
2625,"Universidad de los Andes - Colombia","Maestría, Ingeniería de software","2014 – 2016",3401
2626,"Universidad de Los Andes","Ingeniero de Sistemas y Computación, Opción en Computación Visual","2005 – 2010",3401
2627,"Universidad Distrital Francisco José de Caldas","Systems enginner, Engineering","2000 – 2005",3402
2628,"Universidad Nacional de Colombia","Master's degree, Computer Science","2007",3402
2629,"University of California, Berkeley, Haas School of Business","Master's Degree, Financial Engineering (MFE)","2014 – 2015",3403
2630,"CFA Institute","CFA Level 3 cleared","2010 – 2013",3403
2631,"Birla Institute of Technology and Science","B.E., Computer Science","2005 – 2009",3403
2632,"Sanskriti School",NULL,"2001 – 2005",3403
2633,"University of Madras","B.S, Engineering","1993 – 1997",3404
2634,"Don Bosco, Egmore",NULL,"",3404
2635,"UDELAR","Computer Engineering","2000 – 2018",3405
2636,"Facultad de Ingeniera Uruguay",NULL,"",3405
2637,"Facultad de Ingenieria/Centro Universitario Regional Este","Tecnologo en Informatica (studying), IT","2014 – 2020",3406
2638,"Facultad de Ingenieria/Centro Universitario Regional Este","IT, ""Taller de Programacion""","2017 – 2017",3406
2639,"Instituto Bios","Programmer Php y MySQL, Programación informática","2009 – 2009",3406
2640,"University of Cambridge","First Certificate in English, Idiomas","2005 – 2005",3406
2641,"Ministério da Educação/Secretaria de Educação Superior","Proficiência em Lingua Portuguesa para Estrangeiros, Idiomas","2009 – 2010",3406
2642,"Emi Educa","Seminario Atención al Cliente, Tecnología informática/Tecnología de sistemas informáticos","2007 – 2007",3406
2643,"EI Escuela de Informatica","Usuario Básico de PC - Ambiente Windows, Computacion","2002 – 2002",3406
2644,"Universidad Tecnológica Nacional","Tecnicatura Superior en Programación, Tecnología/Técnico de software informático","2014 – 2017",3407
2645,"Instituto RA","Analista de Sistemas , Programación","2009 – 2013",3407
2646,"Universidad Empresarial 'Siglo 21'​","Certificación Internacional en Desarrollo de Software y Programación Segura, Computer and Information Systems Security/Information Assurance","2017 – 2018",3407
2647,"Universidad ORT Uruguay","Engineer, Software Engineering","2000 – 2012",3408
2648,"Liceo Nº 1 - Liceo Deptal de Maldonado",NULL,"1991 – 2000",3408
2649,"Universidad de la República","Grado en Ingeniería, Ingeniería informática","2007",3409
2653,"Universidad ORT Uruguay","Analista de Sistemas","1993 – 1996",3411
2654,"Universidad ORT Uruguay","IT Analyst, Information Technology","2016 – 2018",3412
2655,"BIOS","Web Net Programmer, Information Technology","2015 – 2016",3412
2656,"IPA","Teaching English as a Second or Foreign Language/ESL Language Instructor","2004 – 2014",3412
2657,"University of Michigan","ECPE, Foreign Languages and Literatures, General","",3412
2660,"Universidad de las Ciencias Informáticas","Engineer's degree, Computer and Information Sciences and Support Services","2008 – 2013",3414
2663,"Universidad ORT Uruguay","IT Management, Information Technology","1995 – 2003",3417
2664,"Universidad ORT Uruguay","Telecomunication Engineer, Engineering","1994 – 2002",3417
2665,"Colegio y Liceo Sagrada Familia","High School, graduate","1980 – 1992",3417
2666,"Universidad de la República","Ingeniería en Computación","2009 – 2018",3418
2667,"FCEA - Facultad de Ciencias Económicas y de Administración","Licentiate degree, Economics","2020",3418
2668,"Instituto CTC","Programming Analyst","2008 – 2010",3419
2669,"Universidad ORT Uruguay","Computer Systems Engineer's Degree with Honors","2005 – 2014",3420
2670,"Universidad ORT Uruguay","Visual Basic .Net Development, Development","2005 – 2005",3420
2671,"Universidad ORT Uruguay","Java Language, Development","2004 – 2004",3420
2672,"ANGLO","Proficiency (CPE), English","",3420
2673,"MongoDB University","M101J: MongoDB for Java Developers, Database","2015 – 2015",3420
2681,"Universidad de la República","Postgrado, Administracion de Empresas","2000 – 2000",3424
2682,"Universidad de la República","Postgrado, Investigacion Informatica PEDECIBA","1992 – 1992",3424
2683,"Universidad de la República","Grado, Ingeneria de Sistemas","1986 – 1992",3424
2684,"Universidad ORT Uruguay","Analyst in Information of Technology","2016 – 2017",3425
2685,"Universidad ORT Uruguay","Web programmer, Programación informática","2012 – 2015",3425
2686,"Universidad ORT Uruguay",NULL,"1997 – 2003",3426
2687,"Commitment - Soft Skills para Project Leaders de TI","Skills para Project Leaders de TI, Soft Skills para Project Leaders de TI","2010 – 2010",3426
2691,"Universidad Arturo Michelena","Ing. Electrónico, Mención Mecatrónica","2005 – 2009",3429
2692,"Universisdad de Ciencias Informaticas, Cuba","Engineer's degree, Computer Software Engineering","2005 – 2011",3430
2693,"Universidad Tecnólogica de La Habana ""Jose Antonio Echeverría"", CUJAE","Bachelor of Engineering - BE, Computer Software Engineering","2005 – 2011",3431
2694,"Universidad ORT Uruguay","., Computer Engineering","2017",3432
2695,"Universidad de la República","Computer Engineering","2005",3432
2696,"Universidad ORT Uruguay","Ingeniería de sistemas","2012 – 2018",3433
2697,"Universität Paderborn","Computer Science","2016 – 2017",3433
2698,"Universidad de la República","Computer Engineering","2014 – 2020",3434
2702,"Universidad ORT Uruguay","Bachelor of Engineering (BEng), Computer Software Engineering","2014 – 2019",3436
2703,"Paderborn University","Master of Engineering - MEng","2017 – 2018",3436
2704,"Alter Way training centre in Paris","PHP, MySQL, web-oriented formation, Web Development","2010 – 2011",3437
2705,"Apprenticeship training centre in Nancy, France.","Professional Baccalaureate (Digital Electronic System) - option: networks and computer systems","2005 – 2007",3437
2706,"Industrial Training and Apprenticeship Centre in Thaon, France.","Certificate of Professional Studies (Electrical Engineering)","2003 – 2005",3437
2707,"Apprentice training centre in Lille, France","Certificate of professional competence (IEE)","2000 – 2002",3437
2708,"Universidad de la República","Ingeniería","2016 – 2020",3438
2711,"Universidad ORT Uruguay","Information Technology Analyst","2006 – 2010",3440
2712,"FCEA - Facultad de Ciencias Económicas y de Administración","Bachelor's degree, Economics","2019 – 2022",3441
2713,"Alianza PRO","Business development and management , Entrepreneurship/Entrepreneurial Studies","2017 – 2017",3441
2716,"Universidad de la República","Ingeniero en Computación","",3443
2717,"Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'​","Diploma de Perfecc. Profesional en Gestión Educativa","",3443
2721,"Universidad ORT Uruguay","Analyst","2009 – 2011",3445
2722,"Universidad ORT Uruguay","Oriented Object Developer","2009 – 2010",3445
2723,"Universidad ORT Uruguay","Genexus Evolution 1","2010 – 2010",3445
2724,"Universidad de la República","Ciencias de la comunicación, Comunicación Organizacional","2011 – 2014",3445
2725,"Circulo informático","Tecnico, Reparación de pc y administración de redes","2007 – 2008",3445
2726,"University of Havana","Bachelor of Science (B.Sc.), Computer Science","2010 – 2015",3446
2727,"IPVCE Vladimir Ilich Lenin","Bachelor's degree, Science","2007 – 2010",3446
2728,"Universidad Tecnológica Nacional","Eng., Information Technologies","1995 – 2000",3447
2729,"PMI - Montreal","PMP, Project Management","2006 – 2006",3447
2730,"Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'","Bachelor of Science (B.S.), Electrical and Electronics Engineering","2009 – 2014",3448
2731,"Universidad de la República",NULL,"",3449
2732,"Universidad de la República","Computer Engineer","2006",3450
2734,"University of Informatic Science","Engineer’s Degree, Informatic Science","2008 – 2013",3452
2740,"Universidad de la República","Analista en Computación","2000 – 2008",3455
2741,"UTU","Tecnico, Electrical and Electronics Engineering","2000 – 2003",3456
2742,"Universidad ORT Uruguay","Programmer Analyst, Computer Science","1999 – 2003",3457
2743,"Universidad de la República","Licentiate degree, Philosophy","2014 – 2018",3458
2744,"Universidad ORT Uruguay","Android Mobile Application","2014 – 2015",3458
2745,"University of London","Creative Programming for Digital Media & Mobile Apps","2013 – 2014",3458
2885,"Universidad ORT Uruguay","Bachelor of Science - BS, Computer Science","1996 – 2001",3524
2746,"Université Stendhal (Grenoble III)","Master IC spécialité Audiovisuel et médias numériques","2003 – 2005",3458
2747,"INA francia","INA Production audiovisuelle","2001 – 2003",3458
2748,"College of Music - Uruguay","Classical Guitar","1996 – 2000",3458
2749,"Universidad de la República - Facultad Ingenieria","Magister, Information Technology | DevOps","2020 – 2022",3459
2750,"Universidad de la República","Ingeniero en Computación, Operating Sistems, Networks","2014",3459
2751,"Universidad de la República","Analista, Computación","2002 – 2012",3459
2752,"Universidad ORT Uruguay","ATI, Information Technology","2006 – 2010",3460
2753,"Crandon",NULL,"1989 – 1997",3460
2754,"Universidad de la República","Computer Analyst, Computer Science","2014",3461
2755,"Universidad de la República","Computer Engineer, Computer Science","",3461
2756,"Universidad de las Ciencias Informáticas","Ingeniero en Ciencias Informáticas","2005 – 2010",3462
2757,"Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'​","MBA, Master in Business Administration","2007 – 2008",3463
2758,"Universidad de la República","Msc, Information Theory","2003 – 2006",3463
2759,"Universidad de la República","Master of Science (MSc), Engineer","1997 – 2001",3463
2762,"Universidad ORT Uruguay","Engineer's degree, Computer Science","2010 – 2017",3465
2763,"Universidad de la Empresa","Software Engineer, Computer Programming","2009 – 2012",3466
2764,"Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'","Engineering, Computer Science","2004 – 2010",3467
2765,"University of Mississippi","ESL, English as a Second Language","2009 – 2009",3467
2766,"PMI Montevideo",NULL,"2012 – 2012",3467
2772,"Universidad de la República","BS in Computer Science, Computer Software Engineering","2004 – 2010",3469
2773,"Universidad ORT Uruguay",NULL,"1998 – 2001",3470
2774,"Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'","Ingeniero en Informática, Ingeniería informática","1998 – 2004",3471
2775,"Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'​","Master's degree","",3471
2777,"Universidad de la República","Analista en Sistemas","",3473
2778,"Universidad de la República","Analista en Computación, Computer Systems Analysis/Analyst","2001 – 2007",3474
2779,"Stanford University","Machine Learning","2012 – 2012",3475
2780,"UniversitarÃ­o AutÃ³nomo del Sur","BS, Software Engineer","2001 – 2007",3475
2781,"Universidad ORT Uruguay",NULL,"2007 – 2011",3476
2792,"Universidad de las Ciencias Informáticas","Ingeniero en Ciencias Informáticas, Ingeniería en Ciencias Informáticas","2005 – 2010",3479
2793,"Universidad ORT Uruguay","Licentiate degree, Diseño gráfico","2009 – 2015",3480
2794,"Deutsche Schule Montevideo",NULL,"1994 – 2008",3480
2795,"Universitario Autonomo del Sur","Licenciatura en Informatica, Informatica","",3481
2796,"Universidad ORT Uruguay","Licenciatura en Sistemas","2008 – 2016",3482
2798,"Universidad de la República","Grado en Ingeniería, Ciencias de la computación","2016 – 2021",3484
2799,"Universidad de la República","Grado, Matemáticas","2014 – 2020",3484
2800,"Universidad de la República","Engeneering","1995 – 2006",3485
2801,"Universidad de la RepÃºblica","Computer Engineer","2002 – 2009",3486
2802,"Universidad de la República","Bachelor in Computer Science","1997 – 2003",3487
2803,"Juan XXIII",NULL,"1995 – 1996",3487
2804,"Alianza Cultural Uruguay - Estados Unidos","Proficiency, English","1994 – 2000",3487
2805,"ICUB","Avançado (Celpe-Bras), Português","2007 – 2010",3487
2808,"Universidad de la República","Computer Engineer, Ingeniería informática","2001 – 2014",3489
2809,"Facultad de Ingeniería (Universidad de la Republica), Uruguay"," BS in Computer Science","March 1994 – March 1999",3490
2810,"Uruguayan Business Training Institute","PHP-MySQL Web programming (basic level)","2016 – 2016",3491
2811,"Uruguayan Training Institute","PIC Electronics, Tecnología/Técnico de ingeniería eléctrica, electrónica y de comunicaciones","2013 – 2013",3491
2812,"Uruguayan Training Institute","TV and Radio Technician, Tecnología/Técnico de ingeniería eléctrica, electrónica y de comunicaciones","2012 – 2012",3491
2813,"Uruguayan Training Institute","Digital Electronics, Tecnología/Técnico de ingeniería eléctrica, electrónica y de comunicaciones","2012 – 2012",3491
2886,"J. M. Tate Senior High School",NULL,"1996 – 1997",3524
2814,"Uruguayan Training Institute","Advanced General Electronics, Tecnología/Técnico de ingeniería eléctrica, electrónica y de comunicaciones","2011 – 2011",3491
2815,"Computing Highest School","PC Repairing, Mantenimiento y reparación eléctrica/electrónica","2007 – 2007",3491
2816,"Uruguayan Computing Institute","Visual Basic Programming, Programación informática","2004 – 2004",3491
2817,"Uruguayan Computing Institute","Tecnhical Programmer, Programación informática","2004 – 2004",3491
2818,"Uruguayan Computing Institute","Clipper Programming, Programación informática","2003 – 2003",3491
2819,"Uruguayan Computing Institute","Windows 98 Operator, Tecnología de la información","2000 – 2000",3491
2825,"Universidad ORT Uruguay","Licenciado en IT","1995 – 1998",3496
2826,"Universidad ORT Uruguay","Bachelor’s Degree, Computer Engineer","2005 – 2013",3497
2827,"Wayne High School",NULL,"2002 – 2004",3497
2828,"Scuola Italiana di Montevideo",NULL,"1991 – 2004",3497
2829,"Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'​","Software Engineer, Computer Science","1995 – 2001",3498
2830,"North Carolina State University","Graduate, Computer Science","1998 – 1998",3498
2831,"Universidad ORT Uruguay","Engineer’s Degree, Engineer","2003 – 2013",3499
2832,"Universidad de la República",NULL,"2000 – 2008",3499
2833,"Lycée Français",NULL,"",3499
2834,"Universidad de la República","Engineer's Degree, Integración de sistemas y seguridad","2001 – 2013",3500
2835,"Universidad ORT Uruguay","Education","2013 – 2014",3500
2836,"Universidad de la República","Ingeniero en Computación, Computer Science","2002 – 2013",3501
2837,"Universidad de la República","Analista en Computación, Computer Science","2002 – 2010",3501
2838,"Universidad ORT Uruguay","Curso de programador php 5 orientado a objetos, Computer Science","2007 – 2007",3501
2839,"Colegio J. Zorrilla de San Martin (H.H.Maristas)","Bachiller, Education","1989 – 2001",3501
2840,"ORT","Analista Programador","2005 – 2007",3502
2841,"Universidad ORT Uruguay","Programmer Analyst, Systems Engineering","2009 – 2011",3503
2842,"Universidad de la República","Ingeniería en Computación, Ingeniería","2014 – 2020",3504
2843,"Juan XXIII","Bachillerato, Ingenieria","2012 – 2013",3504
2844,"Ivy Thomas Memorial School",NULL,"2008 – 2011",3504
2845,"Universidad ORT Uruguay","Program for Management Development Skills, Business Administration and Management, General","2015 – 2017",3505
2846,"Certified Scrum Master","Certified Scrum Master, Scrum","2015 – 2015",3505
2847,"IBM Worklight","IBM Worklight Mobile Technical Sales Mastery","2014 – 2014",3505
2848,"Universidad ORT Uruguay","System Engineer, Software Engineering","1996 – 2001",3505
2849,"Universidad de la República","Engineer's Degree","2003 – 2016",3506
2850,"Instituto Manuel Oribe, Florida","High School","2000 – 2001",3506
2851,"Colegio y Liceo Nuestra Señora del Huerto, Florida","High School","1996 – 1999",3506
2855,"Universidad de la República","Software Engineer","1997 – 2003",3509
2856,"Universidad de la República",NULL,"",3509
2857,"ESADE Business & Law School","PDC (Program in Commercial Management), Business, Management, Marketing, Digital Marketing","2015 – 2016",3510
2858,"Universidad ORT Uruguay","Computer Science","2011 – 2015",3510
2859,"Universidad ORT Uruguay","Telecommunication Engineering","1996 – 1999",3510
2860,"Universidad ORT Uruguay","TV/Radio Technician","1989 – 1991",3510
2864,"Universidad ORT Uruguay","Computer Science Degree","2010 – 2021",3513
2865,"Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'","Cisco CCNA (certificate on the to-do list), Network and System Administration/Administrator","2010 – 2011",3513
2866,"Coursera Inc.",NULL,"2014 – 2016",3513
2867,"Security Conferences","Computer and Information Systems Security/Information Assurance","",3513
2868,"Colegio Hermanos Maristas","High School","2004 – 2006",3513
2870,"Universidad de la República","Ingeniería, Ingeniería en Computación","2006 – 2017",3515
2871,"Universidad del trabajo Uruguay","Tecnólogo en Informática","2012 – 2016",3516
2872,"Universidad ORT Uruguay",NULL,"2004 – 2006",3517
2875,"Oracle University","Certified Degree, Computer Software Engineering","2014 – 2015",3519
2876,"University of Informatics Sciences (UCI)","Master's Degree, Computer Programming, Specific Applications","2008 – 2009",3519
2877,"University of Informatics Sciences (UCI)","Engineer's Degree, Computer Software Engineering","2002 – 2005",3519
2878,"University of Havana","High School, Computer Programming/Programmer, General","2001 – 2002",3519
2882,"Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'","Engineer's degree, Information Technology","1997 – 2003",3522
2883,"Universidad de las Ciencias Informáticas","Ingeniería, Ingeniería de software","2005 – 2010",3523
2884,"Universidad de las Ciencias Informáticas","Ingeniería, Ingeniería informática","2005 – 2010",3523
2887,"Universidad Central de Venezuela","Licenciado en Computación, Computer Software Engineering","2003 – 2011",3525
2889,"Universidad de la República","analista en informatica, informatica","2000 – 2002",3528
2890,"A+","Programador de video juegos en unity, game development","2013 – 2014",3528
2891,"anglo","first certificate, language","1988 – 2000",3528
2892,"Hermanos maristas","bachiller","1993 – 1999",3528
2893,"Facultad de Ingenieria","3th year, Ingenieria en computación","2011 – 2022",3529
2894,"Facultad de Ingenieria UdelaR","Ingenieria en computacion","2011 – 2016",3529
2895,"Instituto BIOS","Programación Php y MySQL, Software informático y aplicaciones multimedia","2018 – 2018",3530
2896,"Instituto BIOS","Diseño y Programación de videojuegos","2013 – 2016",3530
2898,"Universidad ORT Uruguay","Bachelor of Engineering - BE, Ingeniería en Sistemas","2011 – 2019",3532
2899,"Escuela Técnica del Buceo","Bachelor of Computers, Computer Science","2005 – 2007",3532
2904,"Universidad de la República","Igeniero en computación, Computer Software Engineering","1995 – 2015",3534
2905,"Scrum Alliance","CSPO Certified Scrum Product Owner, Agile software development methodologies","2013 – 2013",3534
2906,"Scrum Alliance","CSD Certified Scrum Developer, Agile software development methodologies","2011 – 2011",3534
2907,"Scrum Alliance","CSM Certified Scrum Master, Agile software development methodologies","2009 – 2009",3534
2913,"Universidad de la República","Ingeniería en Computación","2009 – 2016",3537
2914,"Universidad de la República","Analista en Computación","2009 – 2014",3537
2915,"University of Cambridge","Certificate of Proficiency in English","2012 – 2012",3537
2916,"Abstracta Academy","Certification in Performance Testing with JMeter and BlazeMeter, Software Engineering","2016 – 2016",3537
2917,"Artech","Analista GeneXus Ev2","2013 – 2013",3537
2921,"Universidad de la República","Ingeniero en computación","2003 – 2010",3540
2922,"Alianza Cultural Uruguay Estados Unidos","First Certificate","2014 – 2014",3540
2925,"Universidad ORT Uruguay","Diploma de Especialización en Analítica de Big Data","2019 – 2020",3542
2926,"Berlitz","English Language","2010 – 2010",3542
2927,"Queen Victoria Institute","English language","2004 – 2005",3542
2928,"Facultad de Ingeniería, UdelaR","Engineer's degree, Computer Software Engineering","2003",3542
2929,"Universidad de la República","Computer Engineering","2009 – 2019",3543
2930,"Colegio y Liceo Ingles","Bachelor's degree, Engineering","2003 – 2008",3543
2931,"Saint Catherine`s School",NULL,"1994 – 2002",3543
2933,"ORT","Analista en Sistemas de la Informacion, Information Technology","2012 – 2015",3546
2934,"Utu de informática, Arias Balparda","Bachelor's degree, Information Technology","2007 – 2011",3546
2935,"San José de la Providencia",NULL,"",3546
2936,"Universidad ORT Uruguay","Analista Programador","2010",3547
2937,"Universidad Tecnológica del Uruguay, “La Blanqueada”","Bachillerato Tecnológico en Administración","2004",3547
2938,"Escuela y Liceo Elbio Fernandez",NULL,"1999",3547
2939,"Scrum Alliance","CSM - Certified Scrum Master","2010 – 2010",3548
2940,"Universidad de la República","Computer Engeneering","1992 – 2007",3548
2941,"Thomas Edison State University","Master of Computer Applications (M.C.A.), Computer Science","",3549
2942,"Universidad de la República","Engineer's degree, Industrial and Product Design","2017 – 2022",3550
2943,"Colorado College","Liberal Arts, Sustainability Studies","2015 – 2017",3550
2944,"UWC South East Asia","International Baccaularate","2013 – 2015",3550
2945,"Universidad de las Ciencias Informáticas","Engineer's Degree, Software Engineer, Software Development","2005 – 2010",3551
2946,"Université Laval","Exchange Student, Business Administration and Management, General","2015 – 2015",3552
2947,"Universidad ORT Uruguay","Engineer's Degree, Computer Engineering","2005 – 2015",3552
2948,"Universidad de la República","Engineer's degree, Computer and Information Sciences, General","2001 – 2004",3552
2951,"Scuola Italiana di Montevideo",NULL,"1991 – 2004",3554
2955,"Universidad de la República","Ingeniero en Computación, Ciencias de la computación","2005 – 2013",3557
2957,"Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'","Bachelor of Engineering in Computer Science, Computer Engineering","2004 – 2010",3559
2958,"University of the People","Bachelor's degree, Business Administration and Management, General","2020 – 2024",3560
2959,"British Computing Society","Diploma in IT from the British Computing Society, IT","2008 – 2009",3560
2960,"Broward College","few courses, English and computing","2006 – 2007",3560
2961,"Pontifícia Universidade Católica do Rio Grande do Sul","Administracao de Empresas, Business Administration","1986 – 1988",3560
2962,"Universidad ORT Uruguay","MBA","2005 – 2007",3561
2963,"Universidad de la República","Computer Engineer","1992 – 1998",3561
2964,"Universidad de Carabobo","Bachelor of Science, Computer Science","1996 – 2001",3562
2965,"Cristo Rey","Bachiller en ciencias","1990 – 1995",3562
2967,"Universidad ORT Uruguay",NULL,"2007 – 2010",3564
2968,"Universidad ORT Uruguay","BS, Systems Engineer, Systems Engineering","",3565
2969,"Ivy Thomas Memorial School",NULL,"1991 – 2002",3565
2970,"Universidad ORT Uruguay","Software Engineer - Bachelor Degree, Computer Software Engineering","2002 – 2011",3566
2971,"Lindenwood University","Bachelor of Science (B.S.), Computer Science","2008 – 2011",3567
2972,"Preuniversitario Carrasco (PUC)","Highschool Diploma in Engineering","2005 – 2007",3567
2973,"St. Patrick's College (Montevideo, Uruguay)","Elementary School Diploma, Middle School Diploma","1996 – 2004",3567
2974,"Universidad de la República","Analista en Computación, Ingenieria en Computación","1997 – 2003",3568
2975,"Universidad ORT Uruguay","Bachelor's degree, Information Technology","2005 – 2008",3569
2976,"Universidad ORT Uruguay","AT/I, IT","2004 – 2008",3569
2979,"Universidad ORT Uruguay","Ingeniero en SIstemas, Computer Science","1998 – 2002",3571
